question,source,sql
Find distinct cities of address of students ?,spider,SELECT DISTINCT ADDRESSESalias0.CITY FROM ADDRESSES AS ADDRESSESalias0 JOIN PEOPLE_ADDRESSES AS PEOPLE_ADDRESSESalias0 ON PEOPLE_ADDRESSESalias0.ADDRESS_ID = ADDRESSESalias0.ADDRESS_ID JOIN STUDENTS AS STUDENTSalias0 ON STUDENTSalias0.STUDENT_ID = PEOPLE_ADDRESSESalias0.PERSON_ID ;
What are the different cities where students live ?,spider,SELECT DISTINCT ADDRESSESalias0.CITY FROM ADDRESSES AS ADDRESSESalias0 JOIN PEOPLE_ADDRESSES AS PEOPLE_ADDRESSESalias0 ON PEOPLE_ADDRESSESalias0.ADDRESS_ID = ADDRESSESalias0.ADDRESS_ID JOIN STUDENTS AS STUDENTSalias0 ON STUDENTSalias0.STUDENT_ID = PEOPLE_ADDRESSESalias0.PERSON_ID ;
List the names of courses in alphabetical order ?,spider,SELECT COURSESalias0.COURSE_NAME FROM COURSES AS COURSESalias0 ORDER BY COURSESalias0.COURSE_NAME ;
What are the names of the courses in alphabetical order ?,spider,SELECT COURSESalias0.COURSE_NAME FROM COURSES AS COURSESalias0 ORDER BY COURSESalias0.COURSE_NAME ;
List the first names of people in alphabetical order ?,spider,SELECT PEOPLEalias0.FIRST_NAME FROM PEOPLE AS PEOPLEalias0 ORDER BY PEOPLEalias0.FIRST_NAME ;
What are the first names of the people in alphabetical order ?,spider,SELECT PEOPLEalias0.FIRST_NAME FROM PEOPLE AS PEOPLEalias0 ORDER BY PEOPLEalias0.FIRST_NAME ;
What are the id of students who registered courses or attended courses ?,spider,SELECT STUDENT_COURSE_REGISTRATIONSalias0.STUDENT_ID FROM STUDENT_COURSE_REGISTRATIONS AS STUDENT_COURSE_REGISTRATIONSalias0 UNION SELECT STUDENT_COURSE_ATTENDANCEalias0.STUDENT_ID FROM STUDENT_COURSE_ATTENDANCE AS STUDENT_COURSE_ATTENDANCEalias0 ;
What are the ids of the students who either registered or attended a course ?,spider,SELECT STUDENT_COURSE_REGISTRATIONSalias0.STUDENT_ID FROM STUDENT_COURSE_REGISTRATIONS AS STUDENT_COURSE_REGISTRATIONSalias0 UNION SELECT STUDENT_COURSE_ATTENDANCEalias0.STUDENT_ID FROM STUDENT_COURSE_ATTENDANCE AS STUDENT_COURSE_ATTENDANCEalias0 ;
Find the id of courses which are registered or attended by student whose id is var0 ?,spider,SELECT STUDENT_COURSE_REGISTRATIONSalias0.COURSE_ID FROM STUDENT_COURSE_REGISTRATIONS AS STUDENT_COURSE_REGISTRATIONSalias0 WHERE STUDENT_COURSE_REGISTRATIONSalias0.STUDENT_ID = var0 UNION SELECT STUDENT_COURSE_ATTENDANCEalias0.COURSE_ID FROM STUDENT_COURSE_ATTENDANCE AS STUDENT_COURSE_ATTENDANCEalias0 WHERE STUDENT_COURSE_ATTENDANCEalias0.STUDENT_ID = var1 ;
What are the ids of the courses that are registered or attended by the student whose id is var0 ?,spider,SELECT STUDENT_COURSE_REGISTRATIONSalias0.COURSE_ID FROM STUDENT_COURSE_REGISTRATIONS AS STUDENT_COURSE_REGISTRATIONSalias0 WHERE STUDENT_COURSE_REGISTRATIONSalias0.STUDENT_ID = var0 UNION SELECT STUDENT_COURSE_ATTENDANCEalias0.COURSE_ID FROM STUDENT_COURSE_ATTENDANCE AS STUDENT_COURSE_ATTENDANCEalias0 WHERE STUDENT_COURSE_ATTENDANCEalias0.STUDENT_ID = var1 ;
What are all info of students who registered courses but not attended courses ?,spider,SELECT * FROM STUDENT_COURSE_REGISTRATIONS AS STUDENT_COURSE_REGISTRATIONSalias0 WHERE STUDENT_COURSE_REGISTRATIONSalias0.STUDENT_ID NOT IN ( SELECT STUDENT_COURSE_ATTENDANCEalias0.STUDENT_ID FROM STUDENT_COURSE_ATTENDANCE AS STUDENT_COURSE_ATTENDANCEalias0 ) ;
What are all details of the students who registered but did not attend any course ?,spider,SELECT * FROM STUDENT_COURSE_REGISTRATIONS AS STUDENT_COURSE_REGISTRATIONSalias0 WHERE STUDENT_COURSE_REGISTRATIONSalias0.STUDENT_ID NOT IN ( SELECT STUDENT_COURSE_ATTENDANCEalias0.STUDENT_ID FROM STUDENT_COURSE_ATTENDANCE AS STUDENT_COURSE_ATTENDANCEalias0 ) ;
List the id of students who registered course var0 in the order of registration date .,spider,"SELECT STUDENT_COURSE_REGISTRATIONSalias0.STUDENT_ID FROM COURSES AS COURSESalias0 JOIN STUDENT_COURSE_REGISTRATIONS AS STUDENT_COURSE_REGISTRATIONSalias0 ON STUDENT_COURSE_REGISTRATIONSalias0.COURSE_ID = COURSESalias0.COURSE_ID WHERE COURSESalias0.COURSE_NAME = ""var0"" ORDER BY STUDENT_COURSE_REGISTRATIONSalias0.REGISTRATION_DATE ;"
What are the ids of the students who registered course var0 by order of registration date ?,spider,"SELECT STUDENT_COURSE_REGISTRATIONSalias0.STUDENT_ID FROM COURSES AS COURSESalias0 JOIN STUDENT_COURSE_REGISTRATIONS AS STUDENT_COURSE_REGISTRATIONSalias0 ON STUDENT_COURSE_REGISTRATIONSalias0.COURSE_ID = COURSESalias0.COURSE_ID WHERE COURSESalias0.COURSE_NAME = ""var0"" ORDER BY STUDENT_COURSE_REGISTRATIONSalias0.REGISTRATION_DATE ;"
List the id of students who attended var0 courses in the order of attendance date .,spider,"SELECT STUDENT_COURSE_ATTENDANCEalias0.STUDENT_ID FROM COURSES AS COURSESalias0 JOIN STUDENT_COURSE_ATTENDANCE AS STUDENT_COURSE_ATTENDANCEalias0 ON STUDENT_COURSE_ATTENDANCEalias0.COURSE_ID = COURSESalias0.COURSE_ID WHERE COURSESalias0.COURSE_NAME = ""var0"" ORDER BY STUDENT_COURSE_ATTENDANCEalias0.DATE_OF_ATTENDANCE ;"
What are the ids of the students who attended courses in the var0 department in order of attendance date .,spider,"SELECT STUDENT_COURSE_ATTENDANCEalias0.STUDENT_ID FROM COURSES AS COURSESalias0 JOIN STUDENT_COURSE_ATTENDANCE AS STUDENT_COURSE_ATTENDANCEalias0 ON STUDENT_COURSE_ATTENDANCEalias0.COURSE_ID = COURSESalias0.COURSE_ID WHERE COURSESalias0.COURSE_NAME = ""var0"" ORDER BY STUDENT_COURSE_ATTENDANCEalias0.DATE_OF_ATTENDANCE ;"
Give me the dates when the max temperature was higher than var0 .,spider,SELECT WEATHERalias0.DATE FROM WEATHER AS WEATHERalias0 WHERE WEATHERalias0.MAX_TEMPERATURE_F > var0 ;
What are the dates with a maximum temperature higher than var0 ?,spider,SELECT WEATHERalias0.DATE FROM WEATHER AS WEATHERalias0 WHERE WEATHERalias0.MAX_TEMPERATURE_F > var0 ;
What are the names of stations that have latitude lower than var0 ?,spider,SELECT STATIONalias0.NAME FROM STATION AS STATIONalias0 WHERE LAT < var0 ;
What are the names of all stations with a latitude smaller than var0 ?,spider,SELECT STATIONalias0.NAME FROM STATION AS STATIONalias0 WHERE LAT < var0 ;
"For each city , return the highest latitude among its stations .",spider,"SELECT MAX( LAT ) , STATIONalias0.CITY FROM STATION AS STATIONalias0 GROUP BY STATIONalias0.CITY ;"
"For each city , what is the highest latitude for its stations ?",spider,"SELECT MAX( LAT ) , STATIONalias0.CITY FROM STATION AS STATIONalias0 GROUP BY STATIONalias0.CITY ;"
Give me the start station and end station for the trips with the three oldest id .,spider,"SELECT TRIPalias0.END_STATION_NAME , TRIPalias0.START_STATION_NAME FROM TRIP AS TRIPalias0 ORDER BY TRIPalias0.ID LIMIT var0 ;"
What is the station station and end station for the trips with the three smallest ids ?,spider,"SELECT TRIPalias0.END_STATION_NAME , TRIPalias0.START_STATION_NAME FROM TRIP AS TRIPalias0 ORDER BY TRIPalias0.ID LIMIT var0 ;"
What is the average latitude and longitude of stations located in var0 city ?,spider,"SELECT AVG( LAT ) , AVG( LONG ) FROM STATION AS STATIONalias0 WHERE STATIONalias0.CITY = ""var0"" ;"
What is the average latitude and longitude in var0 ?,spider,"SELECT AVG( LAT ) , AVG( LONG ) FROM STATION AS STATIONalias0 WHERE STATIONalias0.CITY = ""var0"" ;"
What is the id of the trip that has the shortest duration ?,spider,SELECT TRIPalias0.ID FROM TRIP AS TRIPalias0 ORDER BY TRIPalias0.DURATION LIMIT 1 ;
What is the id of the shortest trip ?,spider,SELECT TRIPalias0.ID FROM TRIP AS TRIPalias0 ORDER BY TRIPalias0.DURATION LIMIT 1 ;
What is the total and maximum duration of trips with bike id var0 ?,spider,"SELECT MAX( TRIPalias0.DURATION ) , SUM( TRIPalias0.DURATION ) FROM TRIP AS TRIPalias0 WHERE TRIPalias0.BIKE_ID = var0 ;"
What is the total and maximum duration for all trips with the bike id var0 ?,spider,"SELECT MAX( TRIPalias0.DURATION ) , SUM( TRIPalias0.DURATION ) FROM TRIP AS TRIPalias0 WHERE TRIPalias0.BIKE_ID = var0 ;"
"For each zip code , return the average mean temperature of August there .",spider,"SELECT AVG( WEATHERalias0.MEAN_TEMPERATURE_F ) , WEATHERalias0.ZIP_CODE FROM WEATHER AS WEATHERalias0 WHERE DATE LIKE ""var0/%"" GROUP BY WEATHERalias0.ZIP_CODE ;"
"For each zip code , what is the average mean temperature for all dates that start with ' var0 ' ?",spider,"SELECT AVG( WEATHERalias0.MEAN_TEMPERATURE_F ) , WEATHERalias0.ZIP_CODE FROM WEATHER AS WEATHERalias0 WHERE DATE LIKE ""var0/%"" GROUP BY WEATHERalias0.ZIP_CODE ;"
"From the trip record , find the number of unique bikes .",spider,SELECT COUNT( DISTINCT TRIPalias0.BIKE_ID ) FROM TRIP AS TRIPalias0 ;
How many different bike ids are there ?,spider,SELECT COUNT( DISTINCT TRIPalias0.BIKE_ID ) FROM TRIP AS TRIPalias0 ;
What is the number of distinct cities the stations are located at ?,spider,SELECT COUNT( DISTINCT STATIONalias0.CITY ) FROM STATION AS STATIONalias0 ;
How many different cities have these stations ?,spider,SELECT COUNT( DISTINCT STATIONalias0.CITY ) FROM STATION AS STATIONalias0 ;
How many stations does var0 city has ?,spider,"SELECT COUNT( * ) FROM STATION AS STATIONalias0 WHERE STATIONalias0.CITY = ""var0"" ;"
How many stations are in var0 ?,spider,"SELECT COUNT( * ) FROM STATION AS STATIONalias0 WHERE STATIONalias0.CITY = ""var0"" ;"
Return the unique name for stations that have ever had var0 bikes available .,spider,SELECT DISTINCT STATIONalias0.NAME FROM STATION AS STATIONalias0 JOIN STATUS AS STATUSalias0 ON STATUSalias0.STATION_ID = STATIONalias0.ID WHERE STATUSalias0.BIKES_AVAILABLE = var0 ;
What are the different names for each station that has ever had var0 bikes available ?,spider,SELECT DISTINCT STATIONalias0.NAME FROM STATION AS STATIONalias0 JOIN STATUS AS STATUSalias0 ON STATUSalias0.STATION_ID = STATIONalias0.ID WHERE STATUSalias0.BIKES_AVAILABLE = var0 ;
Which start station had the most trips starting from August ? Give me the name and id of the station .,spider,"SELECT TRIPalias0.START_STATION_ID , TRIPalias0.START_STATION_NAME FROM TRIP AS TRIPalias0 WHERE START_DATE LIKE ""var0/%"" GROUP BY START_STATION_NAME ORDER BY COUNT( * ) DESC LIMIT 1 ;"
What are the start station's name and id for the one that had the most start trips in August ?,spider,"SELECT TRIPalias0.START_STATION_ID , TRIPalias0.START_STATION_NAME FROM TRIP AS TRIPalias0 WHERE START_DATE LIKE ""var0/%"" GROUP BY START_STATION_NAME ORDER BY COUNT( * ) DESC LIMIT 1 ;"
Which bike traveled the most often in zip code var0 ?,spider,SELECT TRIPalias0.BIKE_ID FROM TRIP AS TRIPalias0 WHERE ZIP_CODE = var0 GROUP BY BIKE_ID ORDER BY COUNT( * ) DESC LIMIT 1 ;
What is the id of the bike that traveled the most in var0 ?,spider,SELECT TRIPalias0.BIKE_ID FROM TRIP AS TRIPalias0 WHERE ZIP_CODE = var0 GROUP BY BIKE_ID ORDER BY COUNT( * ) DESC LIMIT 1 ;
How many days had both mean humidity above var0 and mean visibility above var1 ?,spider,SELECT COUNT( WEATHERalias0.* ) FROM WEATHER AS WEATHERalias0 WHERE WEATHERalias0.MEAN_HUMIDITY > var0 AND WEATHERalias0.MEAN_VISIBILITY_MILES > var1 ;
What is the number of days that had an average humity above var0 and an average visibility above var1 ?,spider,SELECT COUNT( WEATHERalias0.* ) FROM WEATHER AS WEATHERalias0 WHERE WEATHERalias0.MEAN_HUMIDITY > var0 AND WEATHERalias0.MEAN_VISIBILITY_MILES > var1 ;
"What is the latitude , longitude , city of the station from which the shortest trip started ?",spider,"SELECT STATIONalias0.CITY , STATIONalias0.LAT , STATIONalias0.LONG FROM STATION AS STATIONalias0 JOIN TRIP AS TRIPalias0 ON TRIPalias0.START_STATION_ID = STATIONalias0.ID ORDER BY TRIPalias0.DURATION LIMIT 1 ;"
"What is the latitude , longitude , and city of the station from which the trip with smallest duration started ?",spider,"SELECT STATIONalias0.CITY , STATIONalias0.LAT , STATIONalias0.LONG FROM STATION AS STATIONalias0 JOIN TRIP AS TRIPalias0 ON TRIPalias0.START_STATION_ID = STATIONalias0.ID ORDER BY TRIPalias0.DURATION LIMIT 1 ;"
What are the ids of stations that are located in var0 and have average bike availability above var1 .,spider,"SELECT STATIONalias0.ID FROM STATION AS STATIONalias0 WHERE STATIONalias0.CITY = ""var0"" INTERSECT SELECT STATUSalias0.STATION_ID FROM STATUS AS STATUSalias0 GROUP BY STATUSalias0.STATION_ID HAVING AVG( STATUSalias0.BIKES_AVAILABLE ) > var1 ;"
What are the ids of the stations in var0 that normally have more than var1 bikes available ?,spider,"SELECT STATIONalias0.ID FROM STATION AS STATIONalias0 WHERE STATIONalias0.CITY = ""var0"" INTERSECT SELECT STATUSalias0.STATION_ID FROM STATUS AS STATUSalias0 GROUP BY STATUSalias0.STATION_ID HAVING AVG( STATUSalias0.BIKES_AVAILABLE ) > var1 ;"
What are the names and ids of stations that had more than var0 bikes available on average or were installed in December ?,spider,"SELECT STATIONalias0.ID , STATIONalias0.NAME FROM STATION AS STATIONalias0 JOIN STATUS AS STATUSalias0 ON STATUSalias0.STATION_ID = STATIONalias0.ID GROUP BY STATUSalias0.STATION_ID HAVING AVG( STATUSalias0.BIKES_AVAILABLE ) > var0 UNION SELECT STATIONalias1.ID , STATIONalias1.NAME FROM STATION AS STATIONalias1 WHERE STATIONalias1.INSTALLATION_DATE LIKE ""var1/%"" ;"
What are the names and ids of all stations that have more than var0 bikes available on average or had bikes installed in December ?,spider,"SELECT STATIONalias0.ID , STATIONalias0.NAME FROM STATION AS STATIONalias0 JOIN STATUS AS STATUSalias0 ON STATUSalias0.STATION_ID = STATIONalias0.ID GROUP BY STATUSalias0.STATION_ID HAVING AVG( STATUSalias0.BIKES_AVAILABLE ) > var0 UNION SELECT STATIONalias1.ID , STATIONalias1.NAME FROM STATION AS STATIONalias1 WHERE STATIONalias1.INSTALLATION_DATE LIKE ""var1/%"" ;"
What is the var1 most common cloud cover rates in the region of zip code var0 ?,spider,SELECT WEATHERalias0.CLOUD_COVER FROM WEATHER AS WEATHERalias0 WHERE ZIP_CODE = var0 GROUP BY CLOUD_COVER ORDER BY COUNT( WEATHERalias0.* ) DESC LIMIT var1 ;
What are the var1 most common cloud covers in the zip code of var0 ?,spider,SELECT WEATHERalias0.CLOUD_COVER FROM WEATHER AS WEATHERalias0 WHERE ZIP_CODE = var0 GROUP BY CLOUD_COVER ORDER BY COUNT( WEATHERalias0.* ) DESC LIMIT var1 ;
What is the zip code in which the average mean sea level pressure is the lowest ?,spider,SELECT WEATHERalias0.ZIP_CODE FROM WEATHER AS WEATHERalias0 GROUP BY ZIP_CODE ORDER BY AVG( WEATHERalias0.MEAN_SEA_LEVEL_PRESSURE_INCHES ) LIMIT 1 ;
What is the zip code that has the lowest average mean sea level pressure ?,spider,SELECT WEATHERalias0.ZIP_CODE FROM WEATHER AS WEATHERalias0 GROUP BY ZIP_CODE ORDER BY AVG( WEATHERalias0.MEAN_SEA_LEVEL_PRESSURE_INCHES ) LIMIT 1 ;
What is the average bike availability in stations that are not located in var0 ?,spider,"SELECT AVG( STATUSalias0.BIKES_AVAILABLE ) FROM STATUS AS STATUSalias0 WHERE STATUSalias0.STATION_ID NOT IN ( SELECT STATIONalias0.ID FROM STATION AS STATIONalias0 WHERE STATIONalias0.CITY = ""var0"" ) ;"
What is the average bike availablility for stations not in var0 ?,spider,"SELECT AVG( STATUSalias0.BIKES_AVAILABLE ) FROM STATUS AS STATUSalias0 WHERE STATUSalias0.STATION_ID NOT IN ( SELECT STATIONalias0.ID FROM STATION AS STATIONalias0 WHERE STATIONalias0.CITY = ""var0"" ) ;"
What is the average longitude of stations that never had bike availability more than var0 ?,spider,SELECT AVG( LONG ) FROM STATION AS STATIONalias0 WHERE STATIONalias0.ID NOT IN ( SELECT STATUSalias0.STATION_ID FROM STATUS AS STATUSalias0 GROUP BY STATUSalias0.STATION_ID HAVING MAX( STATUSalias0.BIKES_AVAILABLE ) > var0 ) ;
What is the mean longitude for all stations that have never had more than var0 bikes available ?,spider,SELECT AVG( LONG ) FROM STATION AS STATIONalias0 WHERE STATIONalias0.ID NOT IN ( SELECT STATUSalias0.STATION_ID FROM STATUS AS STATUSalias0 GROUP BY STATUSalias0.STATION_ID HAVING MAX( STATUSalias0.BIKES_AVAILABLE ) > var0 ) ;
When and in what zip code did max temperature reach var0 ?,spider,"SELECT WEATHERalias0.DATE , WEATHERalias0.ZIP_CODE FROM WEATHER AS WEATHERalias0 WHERE WEATHERalias0.MAX_TEMPERATURE_F >= var0 ;"
What zip codes have a station with a max temperature greater than or equal to var0 and when did it reach that temperature ?,spider,"SELECT WEATHERalias0.DATE , WEATHERalias0.ZIP_CODE FROM WEATHER AS WEATHERalias0 WHERE WEATHERalias0.MAX_TEMPERATURE_F >= var0 ;"
Give me ids for all the trip that took place in a zip code area with average mean temperature above var0 .,spider,SELECT TRIPalias0.ID FROM TRIP AS TRIPalias0 JOIN WEATHER AS WEATHERalias0 ON WEATHERalias0.ZIP_CODE = TRIPalias0.ZIP_CODE GROUP BY WEATHERalias0.ZIP_CODE HAVING AVG( WEATHERalias0.MEAN_TEMPERATURE_F ) > var0 ;
"For each zip code , find the ids of all trips that have a higher average mean temperature above var0 ?",spider,SELECT TRIPalias0.ID FROM TRIP AS TRIPalias0 JOIN WEATHER AS WEATHERalias0 ON WEATHERalias0.ZIP_CODE = TRIPalias0.ZIP_CODE GROUP BY WEATHERalias0.ZIP_CODE HAVING AVG( WEATHERalias0.MEAN_TEMPERATURE_F ) > var0 ;
"For each zip code , return how many times max wind speed reached var0 ?",spider,"SELECT COUNT( WEATHERalias0.* ) , WEATHERalias0.ZIP_CODE FROM WEATHER AS WEATHERalias0 WHERE MAX_WIND_SPEED_MPH >= var0 GROUP BY WEATHERalias0.ZIP_CODE ;"
"For each zip code , how many times has the maximum wind speed reached var0 mph ?",spider,"SELECT COUNT( WEATHERalias0.* ) , WEATHERalias0.ZIP_CODE FROM WEATHER AS WEATHERalias0 WHERE MAX_WIND_SPEED_MPH >= var0 GROUP BY WEATHERalias0.ZIP_CODE ;"
On which day and in which zip code was the min dew point lower than any day in zip code var0 ?,spider,"SELECT WEATHERalias0.DATE , WEATHERalias0.ZIP_CODE FROM WEATHER AS WEATHERalias0 WHERE WEATHERalias0.MIN_DEW_POINT_F < ( SELECT MIN( WEATHERalias1.MIN_DEW_POINT_F ) FROM WEATHER AS WEATHERalias1 WHERE WEATHERalias1.ZIP_CODE = var0 ) ;"
"Which days had a minimum dew point smaller than any day in zip code var0 , and in which zip codes were those measurements taken ?",spider,"SELECT WEATHERalias0.DATE , WEATHERalias0.ZIP_CODE FROM WEATHER AS WEATHERalias0 WHERE WEATHERalias0.MIN_DEW_POINT_F < ( SELECT MIN( WEATHERalias1.MIN_DEW_POINT_F ) FROM WEATHER AS WEATHERalias1 WHERE WEATHERalias1.ZIP_CODE = var0 ) ;"
"For each trip , return its ending station's installation date .",spider,"SELECT STATIONalias0.INSTALLATION_DATE , TRIPalias0.ID FROM TRIP AS TRIPalias0 JOIN STATION AS STATIONalias0 ON TRIPalias0.END_STATION_ID = STATIONalias0.ID ;"
What is the installation date for each ending station on all the trips ?,spider,"SELECT STATIONalias0.INSTALLATION_DATE , TRIPalias0.ID FROM TRIP AS TRIPalias0 JOIN STATION AS STATIONalias0 ON TRIPalias0.END_STATION_ID = STATIONalias0.ID ;"
Which trip started from the station with the largest dock count ? Give me the trip id .,spider,SELECT TRIPalias0.ID FROM TRIP AS TRIPalias0 JOIN STATION AS STATIONalias0 ON TRIPalias0.START_STATION_ID = STATIONalias0.ID ORDER BY STATIONalias0.DOCK_COUNT DESC LIMIT 1 ;
What is the id of the trip that started from the station with the highest dock count ?,spider,SELECT TRIPalias0.ID FROM TRIP AS TRIPalias0 JOIN STATION AS STATIONalias0 ON TRIPalias0.START_STATION_ID = STATIONalias0.ID ORDER BY STATIONalias0.DOCK_COUNT DESC LIMIT 1 ;
Count the number of trips that did not end in var0 city .,spider,"SELECT COUNT( * ) FROM TRIP AS TRIPalias0 JOIN STATION AS STATIONalias0 ON TRIPalias0.END_STATION_ID = STATIONalias0.ID WHERE STATIONalias0.CITY != ""var0"" ;"
How many trips did not end in var0 ?,spider,"SELECT COUNT( * ) FROM TRIP AS TRIPalias0 JOIN STATION AS STATIONalias0 ON TRIPalias0.END_STATION_ID = STATIONalias0.ID WHERE STATIONalias0.CITY != ""var0"" ;"
"In zip code var0 , on which day neither var1 nor var2 was not observed ?",spider,"SELECT WEATHERalias0.DATE FROM WEATHER AS WEATHERalias0 WHERE WEATHERalias0.EVENTS != ""var1"" AND WEATHERalias0.EVENTS != ""var2"" AND WEATHERalias0.ZIP_CODE = var0 ;"
On which day has it neither been foggy nor rained in the zip code of var0 ?,spider,"SELECT WEATHERalias0.DATE FROM WEATHER AS WEATHERalias0 WHERE WEATHERalias0.EVENTS != ""var1"" AND WEATHERalias0.EVENTS != ""var2"" AND WEATHERalias0.ZIP_CODE = var0 ;"
What are the ids of stations that have latitude above var0 and never had bike availability below var1 ?,spider,SELECT STATIONalias0.ID FROM STATION AS STATIONalias0 WHERE LAT > var0 EXCEPT SELECT STATUSalias0.STATION_ID FROM STATUS AS STATUSalias0 GROUP BY STATUSalias0.STATION_ID HAVING MIN( STATUSalias0.BIKES_AVAILABLE ) < var1 ;
What are the ids of all stations that have a latitude above var0 and have never had less than var1 bikes available ?,spider,SELECT STATIONalias0.ID FROM STATION AS STATIONalias0 WHERE LAT > var0 EXCEPT SELECT STATUSalias0.STATION_ID FROM STATUS AS STATUSalias0 GROUP BY STATUSalias0.STATION_ID HAVING MIN( STATUSalias0.BIKES_AVAILABLE ) < var1 ;
What are names of stations that have average bike availability above var0 and are not located in var1 city ?,spider,"SELECT STATIONalias0.NAME FROM STATION AS STATIONalias0 JOIN STATUS AS STATUSalias0 ON STATUSalias0.STATION_ID = STATIONalias0.ID GROUP BY STATUSalias0.STATION_ID HAVING AVG( STATUSalias0.BIKES_AVAILABLE ) > var0 EXCEPT SELECT STATIONalias1.NAME FROM STATION AS STATIONalias1 WHERE STATIONalias1.CITY = ""var1"" ;"
