,Unnamed: 0,Unnamed: 0.1,question,sql,source
80,80,80,specify the number of patients who were treated with drug code kcl40i,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE PRESCRIPTIONS.""FORMULARY_DRUG_CD"" = ""KCL40I""",medical
81,81,81,how many patients have been prescribed the drug with code onda4i?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE PRESCRIPTIONS.""FORMULARY_DRUG_CD"" = ""ONDA4I""",medical
82,82,82,which patients have neolevo5 drug code?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE PRESCRIPTIONS.""FORMULARY_DRUG_CD"" = ""NEOLEVO5""",medical
83,83,83,which patients have lora5 drug code?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE PRESCRIPTIONS.""FORMULARY_DRUG_CD"" = ""LORA5""",medical
84,84,84,how many patients have been prescribed the drug with the drug code d12.5w250i?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE PRESCRIPTIONS.""FORMULARY_DRUG_CD"" = ""D12.5W250I""",medical
85,85,85,give the number of patients whose drug route is ih?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE PRESCRIPTIONS.""ROUTE"" = ""IH""",medical
86,86,86,which patients have sl route of drug administration?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE PRESCRIPTIONS.""ROUTE"" = ""SL""",medical
87,87,87,which patients have lab test item id 51464?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""ITEMID"" = ""51464""",medical
88,88,88,which patients  have lab test item id 50945?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""ITEMID"" = ""50945""",medical
89,89,89,which patients have item id 50971?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""ITEMID"" = ""50971""",medical
90,90,90,what is the number of patients who have 2154-10-11 16:00:00 lab test chart time?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""CHARTTIME"" = ""2154-10-11 16:00:00""",medical
91,91,91,which patients had 2111-12-31 12:16:00 lab test chart time?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""CHARTTIME"" = ""2111-12-31 12:16:00""",medical
92,92,92,calculate the number of patients whose lab test chart time was 2150-03-05 06:48:00,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""CHARTTIME"" = ""2150-03-05 06:48:00""",medical
93,93,93,how many patients have 2165-10-19 05:33:00 lab tes chart time?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""CHARTTIME"" = ""2165-10-19 05:33:00""",medical
94,94,94,how many patients had lab test chart time as 2178-02-28 16:58:00?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""CHARTTIME"" = ""2178-02-28 16:58:00""",medical
95,95,95,which patients have 2137-06-30 06:04:00 lab test chart time?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""CHARTTIME"" = ""2137-06-30 06:04:00""",medical
96,96,96,let me know the number of patients who have 2115-09-18 15:20:00 lab test chart time.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""CHARTTIME"" = ""2115-09-18 15:20:00""",medical
97,97,97,which patients have 2119-05-27 18:27:00 lab test chart time?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""CHARTTIME"" = ""2119-05-27 18:27:00""",medical
98,98,98,calculate the number of patients whose lab test chart time was 2133-08-01 12:06:00,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""CHARTTIME"" = ""2133-08-01 12:06:00""",medical
99,99,99,how many patients had the lab test chart time 2146-10-21 12:00:00?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""CHARTTIME"" = ""2146-10-21 12:00:00""",medical
100,100,100,how many patients had the lab test chart time 2124-07-01 03:07:00?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""CHARTTIME"" = ""2124-07-01 03:07:00""",medical
101,101,101,how many patients are with lab test chart time 2173-03-23; 11:15:00?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""CHARTTIME"" = ""2173-03-23 11:15:00""",medical
102,102,102,count the number of patients with chart time of 2151-12-28 15:30:00 on lab test.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""CHARTTIME"" = ""2151-12-28 15:30:00""",medical
103,103,103,get the number of patients with 2108-10-04 05:05:00 lab test chart time.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""CHARTTIME"" = ""2108-10-04 05:05:00""",medical
104,104,104,which patients have 2144-12-08 03:27:00 lab test chart time?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""CHARTTIME"" = ""2144-12-08 03:27:00""",medical
105,105,105,calculate the number of patients who had a lab test to measure osmolality,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""LABEL"" = ""Osmolality, Measured""",medical
106,106,106,how many patients had lab test named free calcium?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""LABEL"" = ""Free Calcium""",medical
107,107,107,which patients have order for nonsquamous epithelial cell lab test?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""LABEL"" = ""NonSquamous Epithelial Cell""",medical
108,108,108,which patients were ordered to get ptt lab test?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE LAB.""LABEL"" = ""PTT""",medical
109,109,109,what is the number of married patients who are females?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND DEMOGRAPHIC.""GENDER"" = ""F""",medical
110,110,110,provide the number of patients whose marital status is single and primary disease is hypoxia?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""SINGLE"" AND DEMOGRAPHIC.""DIAGNOSIS"" = ""HYPOXIA""",medical
111,111,111,what is the number of unmarried patients with angioedema primary disease?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""SINGLE"" AND DEMOGRAPHIC.""DIAGNOSIS"" = ""ANGIOEDEMA""",medical
112,112,112,count the number of unmarried patients who have copd exacerbation primary disease.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""SINGLE"" AND DEMOGRAPHIC.""DIAGNOSIS"" = ""COPD EXACERBATION""",medical
113,113,113,how many married patients have left internal jugular vein thrombosis; left arm edema primary disease?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND DEMOGRAPHIC.""DIAGNOSIS"" = ""LEFT INTERNAL JUGULAR VEIN THROMBOSIS;LEFT ARM EDEMA""",medical
114,114,114,calculate the total number of widowed patients aged below 81,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""WIDOWED"" AND DEMOGRAPHIC.""AGE"" < ""81""",medical
115,115,115,tell me the number of widowed patients who are less than 82 years of age.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""WIDOWED"" AND DEMOGRAPHIC.""AGE"" < ""82""",medical
116,116,116,how many patients less than age  89 years are widowed?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""WIDOWED"" AND DEMOGRAPHIC.""AGE"" < ""89""",medical
117,117,117,how many patients marital status is single and age is less than 27 years?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""SINGLE"" AND DEMOGRAPHIC.""AGE"" < ""27""",medical
118,118,118,"among patients aged below 30, calculate the total number of unmarried patients","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""SINGLE"" AND DEMOGRAPHIC.""AGE"" < ""30""",medical
119,119,119,get me the number of married patients who are less than 70 years of age.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND DEMOGRAPHIC.""AGE"" < ""70""",medical
120,120,120,how many married patients were aged below 83 years?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND DEMOGRAPHIC.""AGE"" < ""83""",medical
121,121,121,how many patients marital status are married and are below 31 years of age?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND DEMOGRAPHIC.""AGE"" < ""31""",medical
122,122,122,provide the number of unmarried patients who were born before 2156.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""SINGLE"" AND DEMOGRAPHIC.""DOB_YEAR"" < ""2156""",medical
123,123,123,"among married patients, how many of them were born in the year less than 2052?","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND DEMOGRAPHIC.""DOB_YEAR"" < ""2052""",medical
124,124,124,what number of patients were divorced and died in or before 2183?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""DIVORCED"" AND DEMOGRAPHIC.""DOD_YEAR"" <= ""2183.0""",medical
125,125,125,count the number of married patients who died in or before 2112.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND DEMOGRAPHIC.""DOD_YEAR"" <= ""2112.0""",medical
126,126,126,give me the number of widow patients who were admitted before 2150.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""WIDOWED"" AND DEMOGRAPHIC.""ADMITYEAR"" < ""2150""",medical
127,127,127,how many patients admitted before 2151 are divorced?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""DIVORCED"" AND DEMOGRAPHIC.""ADMITYEAR"" < ""2151""",medical
128,128,128,how many of the patients admitted in the year less than 2152 were divorcee?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""DIVORCED"" AND DEMOGRAPHIC.""ADMITYEAR"" < ""2152""",medical
129,129,129,how many patient are under married marital status and admitted before the admission year 2108?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND DEMOGRAPHIC.""ADMITYEAR"" < ""2108""",medical
130,130,130,give me the number of married patients admitted in hospital before 2119.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND DEMOGRAPHIC.""ADMITYEAR"" < ""2119""",medical
131,131,131,give the number of married patients who were admitted before the year 2175.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND DEMOGRAPHIC.""ADMITYEAR"" < ""2175""",medical
132,132,132,how many married patients had the diagnosis icd9 code 5570?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND DIAGNOSES.""ICD9_CODE"" = ""5570""",medical
133,133,133,find the number of  single patients diagnosed with myopia.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""SINGLE"" AND DIAGNOSES.""SHORT_TITLE"" = ""Myopia""",medical
134,134,134,how many patients diagnosed with abn involun movement nec are unmarried?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""SINGLE"" AND DIAGNOSES.""SHORT_TITLE"" = ""Abn involun movement NEC""",medical
135,135,135,"tell me the number of married patients who have been diagnosed with hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage i through stage iv, or unspecified.","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND DIAGNOSES.""SHORT_TITLE"" = ""Hy kid NOS w cr kid I-IV""",medical
136,136,136,"out of total number of patients diagnosed with hx of gi malignancy nos, how many of them were married?","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND DIAGNOSES.""SHORT_TITLE"" = ""Hx of GI malignancy NOS""",medical
137,137,137,tell me how many married patients have been diagnosed with dysthymic disorder.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND DIAGNOSES.""SHORT_TITLE"" = ""Dysthymic disorder""",medical
138,138,138,"among patients diagnosed with poison-drug/medicin nec, how many of them were married?","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND DIAGNOSES.""SHORT_TITLE"" = ""Poison-drug/medicin NEC""",medical
139,139,139,specify the total number of patients with hypovolemia who were married,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND DIAGNOSES.""SHORT_TITLE"" = ""Hypovolemia""",medical
140,140,140,"calculate the total number of unmarried patients diagnosed with depressive disorder, not elsewhere classified.","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""SINGLE"" AND DIAGNOSES.""LONG_TITLE"" = ""Depressive disorder, not elsewhere classified""",medical
141,141,141,report the number of unmarried patients with acute vascular insufficiency of intestine diagnoses.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""SINGLE"" AND DIAGNOSES.""LONG_TITLE"" = ""Acute vascular insufficiency of intestine""",medical
142,142,142,"how many of the widowed patients had chronic kidney disease, stage iv (severe)?","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""WIDOWED"" AND DIAGNOSES.""LONG_TITLE"" = ""Chronic kidney disease, Stage IV (severe)""",medical
143,143,143,how many patients with chronic pulmonary heart diseases are married?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND DIAGNOSES.""LONG_TITLE"" = ""Other chronic pulmonary heart diseases""",medical
144,144,144,"give the number of patients who are widowed and diagnosed with osteoarthrosis, unspecified whether generalized or localized, site unspecified.","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""WIDOWED"" AND DIAGNOSES.""LONG_TITLE"" = ""Osteoarthrosis, unspecified whether generalized or localized, site unspecified""",medical
145,145,145,"among patients who had unspecified congestive heart failure, how many of them were unmarried?","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""SINGLE"" AND DIAGNOSES.""LONG_TITLE"" = ""Congestive heart failure, unspecified""",medical
146,146,146,"count the number of married patients whose diagnosis long title is mechanical complication due to other implant and internal device, not elsewhere classified.","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND DIAGNOSES.""LONG_TITLE"" = ""Mechanical complication due to other implant and internal device, not elsewhere classified""",medical
147,147,147,what is the number of patients whose marital status is single and with procedure int insert lead in vent?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""SINGLE"" AND PROCEDURES.""SHORT_TITLE"" = ""Int insert lead in vent""",medical
148,148,148,count the number of married patients who underwent dx ultrasound heart.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND PROCEDURES.""SHORT_TITLE"" = ""Dx ultrasound-heart""",medical
149,149,149,count the number of married patients who had open liver biopsy procedure.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND PROCEDURES.""SHORT_TITLE"" = ""Open liver biopsy""",medical
150,150,150,how many patients are married and followed the procedure inject ca chemother nec?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND PROCEDURES.""SHORT_TITLE"" = ""Inject ca chemother NEC""",medical
151,151,151,how many single patients had transfusion of other serum?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""SINGLE"" AND PROCEDURES.""LONG_TITLE"" = ""Transfusion of other serum""",medical
152,152,152,"count the number of unmarried patients who underwent cardiopulmonary resuscitation, not otherwise specified.","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""SINGLE"" AND PROCEDURES.""LONG_TITLE"" = ""Cardiopulmonary resuscitation, not otherwise specified""",medical
153,153,153,count the number of married patients who had closure of skin and subcutaneous tissue of other sites.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND PROCEDURES.""LONG_TITLE"" = ""Closure of skin and subcutaneous tissue of other sites""",medical
154,154,154,how many married patients had the procedure long title percutaneous abdominal drainage?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND PROCEDURES.""LONG_TITLE"" = ""Percutaneous abdominal drainage""",medical
155,155,155,"out of total number of patients with item id 51288, how many of them were married?","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""MARITAL_STATUS"" = ""MARRIED"" AND LAB.""ITEMID"" = ""51288""",medical
